"written_rep_a"	"lex_entry_a"	"sense_a"	"trans"	"sense_b"	"lex_entry_b"	"written_rep_b"	"POS"
"domingo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/domingo-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/domingo_dominche-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/domingo_dominche-n-es-sense-dominche_domingo-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/dominche_domingo-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/dominche-n-an"	"dominche"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"habitante"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/habitante-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/habitante_habitant-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/habitante_habitant-n-es-sense-habitant_habitante-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/habitant_habitante-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/habitant-n-an"	"habitant"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"actriz"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/actriz-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/actriz_actriz-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/actriz_actriz-n-es-sense-actriz_actriz-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/actriz_actriz-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/actriz-n-an"	"actriz"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"distancia"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/distancia-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/distancia_distancia-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/distancia_distancia-n-es-sense-distancia_distancia-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/distancia_distancia-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/distancia-n-an"	"distancia"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"metro"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/metro-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/metro_metro-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/metro_metro-n-es-sense-metro_metro-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/metro_metro-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/metro-n-an"	"metro"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"tesorero"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/tesorero-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/tesorero_tresorero-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/tesorero_tresorero-n-es-sense-tresorero_tesorero-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/tresorero_tesorero-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/tresorero-n-an"	"tresorero"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"ejemplo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/ejemplo-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ejemplo_eixemplo-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ejemplo_eixemplo-n-es-sense-eixemplo_ejemplo-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/eixemplo_ejemplo-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/eixemplo-n-an"	"eixemplo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"objetivo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/objetivo-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/objetivo_obchectivo-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/objetivo_obchectivo-n-es-sense-obchectivo_objetivo-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/obchectivo_objetivo-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/obchectivo-n-an"	"obchectivo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"altura"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/altura-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/altura_altaria-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/altura_altaria-n-es-sense-altaria_altura-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/altaria_altura-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/altaria-n-an"	"altaria"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"academia"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/academia-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/academia_academia-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/academia_academia-n-es-sense-academia_academia-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/academia_academia-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/academia-n-an"	"academia"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"forma"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/forma-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/forma_forma-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/forma_forma-n-es-sense-forma_forma-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/forma_forma-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/forma-n-an"	"forma"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"página"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/p%C3%A1gina-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/p%C3%A1gina_pachina-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/p%C3%A1gina_pachina-n-es-sense-pachina_p%C3%A1gina-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/pachina_p%C3%A1gina-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/pachina-n-an"	"pachina"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"agua"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/agua-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/agua_augua-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/agua_augua-n-es-sense-augua_agua-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/augua_agua-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/augua-n-an"	"augua"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"abad"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/abad-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/abad_abad-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/abad_abad-n-es-sense-abad_abad-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/abad_abad-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/abad-n-an"	"abad"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"guerra"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/guerra-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/guerra_guerra-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/guerra_guerra-n-es-sense-guerra_guerra-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/guerra_guerra-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/guerra-n-an"	"guerra"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"territorio"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/territorio-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/territorio_territorio-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/territorio_territorio-n-es-sense-territorio_territorio-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/territorio_territorio-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/territorio-n-an"	"territorio"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"ref"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/ref-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ref_ref-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ref_ref-n-es-sense-ref_ref-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ref_ref-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/ref-n-an"	"ref"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"hab."	"http://linguistic.linkeddata.es/id/apertium/lexiconES/hab-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/hab_hab-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/hab_hab-n-es-sense-hab_hab-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/hab_hab-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/hab-n-an"	"hab"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"hab"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/hab-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/hab_hab-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/hab_hab-n-es-sense-hab_hab-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/hab_hab-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/hab-n-an"	"hab"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"prueba"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/prueba-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/prueba_prebatina-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/prueba_prebatina-n-es-sense-prebatina_prueba-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/prebatina_prueba-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/prebatina-n-an"	"prebatina"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"país"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/pa%C3%ADs-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/pa%C3%ADs_pa%C3%ADs-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/pa%C3%ADs_pa%C3%ADs-n-es-sense-pa%C3%ADs_pa%C3%ADs-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/pa%C3%ADs_pa%C3%ADs-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/pa%C3%ADs-n-an"	"país"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"rey"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/rey-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/rey_rei-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/rey_rei-n-es-sense-rei_rey-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/rei_rey-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/rei-n-an"	"rei"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"artículo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/art%C3%ADculo-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/art%C3%ADculo_articlo-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/art%C3%ADculo_articlo-n-es-sense-articlo_art%C3%ADculo-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/articlo_art%C3%ADculo-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/articlo-n-an"	"articlo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"toponimia"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/toponimia-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/toponimia_toponimia-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/toponimia_toponimia-n-es-sense-toponimia_toponimia-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/toponimia_toponimia-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/toponimia-n-an"	"toponimia"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"año"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/a%C3%B1o-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/a%C3%B1o_anyo-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/a%C3%B1o_anyo-n-es-sense-anyo_a%C3%B1o-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/anyo_a%C3%B1o-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/anyo-n-an"	"anyo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"parte"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/parte-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/parte_parte-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/parte_parte-n-es-sense-parte_parte-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/parte_parte-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/parte-n-an"	"parte"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"parte"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/parte-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/parte_parti-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/parte_parti-n-es-sense-parti_parte-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/parti_parte-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/parti-n-an"	"parti"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"frecuente"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/frecuente-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/frecuente_freq%C3%BCent-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/frecuente_freq%C3%BCent-adj-es-sense-freq%C3%BCent_frecuente-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/freq%C3%BCent_frecuente-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/freq%C3%BCent-adj-an"	"freqüent"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"unido"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/unido-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/unido_unito-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/unido_unito-adj-es-sense-unito_unido-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/unito_unido-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/unito-adj-an"	"unito"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"lenguaje"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/lenguaje-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/lenguaje_luengache-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/lenguaje_luengache-n-es-sense-luengache_lenguaje-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/luengache_lenguaje-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/luengache-n-an"	"luengache"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"premio"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/premio-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/premio_premio-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/premio_premio-n-es-sense-premio_premio-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/premio_premio-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/premio-n-an"	"premio"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"amapola"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/amapola-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/amapola_ababol-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/amapola_ababol-n-es-sense-ababol_amapola-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ababol_amapola-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/ababol-n-an"	"ababol"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"cerveza"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/cerveza-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cerveza_biera-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cerveza_biera-n-es-sense-biera_cerveza-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/biera_cerveza-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/biera-n-an"	"biera"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"subcategoría"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/subcategor%C3%ADa-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/subcategor%C3%ADa_subcategor%C3%ADa-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/subcategor%C3%ADa_subcategor%C3%ADa-n-es-sense-subcategor%C3%ADa_subcategor%C3%ADa-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/subcategor%C3%ADa_subcategor%C3%ADa-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/subcategor%C3%ADa-n-an"	"subcategoría"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"norte"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/norte-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/norte_norte-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/norte_norte-n-es-sense-norte_norte-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/norte_norte-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/norte-n-an"	"norte"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"este"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/este-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/este_este-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/este_este-n-es-sense-este_este-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/este_este-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/este-n-an"	"este"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"origen"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/origen-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/origen_orichen-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/origen_orichen-n-es-sense-orichen_origen-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/orichen_origen-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/orichen-n-an"	"orichen"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"cuaresma"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/cuaresma-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cuaresma_cuaresma-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cuaresma_cuaresma-n-es-sense-cuaresma_cuaresma-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cuaresma_cuaresma-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/cuaresma-n-an"	"cuaresma"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"b"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/b-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/b_b-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/b_b-n-es-sense-b_b-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/b_b-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/b-n-an"	"b"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"c"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/c-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/c_c-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/c_c-n-es-sense-c_c-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/c_c-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/c-n-an"	"c"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"g"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/g-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/g_g-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/g_g-n-es-sense-g_g-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/g_g-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/g-n-an"	"g"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"j"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/j-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/j_j-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/j_j-n-es-sense-j_j-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/j_j-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/j-n-an"	"j"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"l"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/l-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/l_l-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/l_l-n-es-sense-l_l-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/l_l-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/l-n-an"	"l"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"p"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/p-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/p_p-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/p_p-n-es-sense-p_p-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/p_p-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/p-n-an"	"p"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"q"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/q-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/q_q-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/q_q-n-es-sense-q_q-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/q_q-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/q-n-an"	"q"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"r"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/r-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/r_r-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/r_r-n-es-sense-r_r-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/r_r-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/r-n-an"	"r"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"s"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/s-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/s_s-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/s_s-n-es-sense-s_s-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/s_s-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/s-n-an"	"s"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"v"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/v-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/v_v-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/v_v-n-es-sense-v_v-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/v_v-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/v-n-an"	"v"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"w"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/w-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/w_w-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/w_w-n-es-sense-w_w-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/w_w-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/w-n-an"	"w"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"x"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/x-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/x_x-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/x_x-n-es-sense-x_x-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/x_x-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/x-n-an"	"x"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
